list_no,address_raw,address_norm,list_date,offer_date,settled_date,list_price,sale_price,sqft,year_built
"72987558","32 Hillside Rd 3 1","32 HILLSIDE RD 3 1","2022-05-24","2022-06-19","2022-08-03","1350000","","1728","1927"
"72980066","12 Crescent St 3 2","12 CRESCENT ST 3 2","2022-05-10","2022-05-14","2022-06-29","1350000","","2399","1924"
"72941324","24 Lantern Ln 3 2","24 LANTERN LN 3 2","2022-02-08","2022-02-13","2022-05-08","1350000","","2785","1940"
"72924093","27 Standish Road 3 3","27 STANDISH RD 3 3","2021-11-30","2021-12-05","2022-01-13","1350000","","2703","1945"
"72851312","96 Seaver Street 4 2","96 SEAVER ST 4 2","2021-06-15","2021-06-22","2021-08-01","1350000","","2738","1928"
"72847195","23 Overbrook Dr 4 2","23 OVERBROOK DR 4 2","2021-06-09","2021-06-30","2021-09-02","1350000","","2950","1957"
"72844374","84 Standish Road 4 2","84 STANDISH RD 4 2","2021-06-05","2021-06-13","2021-07-14","1350000","","2222","1963"
"72810328","10 Fuller Brook 3 3","10 FULLER BROOK 3 3","2021-04-06","2021-04-11","2021-05-25","1350000","","2406","1941"
"72729955","18 Lanark Rd 5 3","18 LANARK RD 5 3","2020-09-20","2020-10-19","2020-12-15","1350000","","3207","1964"
"72693101","15 Orchard St 3 3","15 ORCHARD ST 3 3","2020-07-15","2020-10-15","2020-11-17","1350000","","4240","1938"
"72670464","6 Boulder Brook Rd 4 3","6 BOULDER BROOK RD 4 3","2020-06-08","2020-06-10","2020-07-27","1350000","","2393","1940"
"72608157","44 Mansfield Rd. 4 2","44 MANSFIELD RD 4 2","2020-01-14","2020-01-19","2020-03-17","1350000","","2610","1962"
"72984359","102 Edgemoor Ave 4 2","102 EDGEMOOR AVE 4 2","2022-05-17","2022-05-19","2022-06-27","1349000","","3079","1958"
"72855080","21 Cunningham Rd 4 2","21 CUNNINGHAM RD 4 2","2021-06-22","2021-06-25","2021-07-29","1349000","","2855","1930"
"72841915","22 Heckle St 3 3","22 HECKLE ST 3 3","2021-06-01","2021-06-07","2021-08-19","1349000","","2532","1950"
"72799765","47 Twitchell St 4 3","47 TWITCHELL ST 4 3","2021-03-16","2021-03-21","2021-05-05","1349000","","2670","1985"
"72656018","39 Skyline Dr 4 2","39 SKYLINE DR 4 2","2020-05-13","2020-08-27","2020-10-15","1349000","","2422","1955"
"72796373","23 Thomas Rd 4 4","23 THOMAS RD 4 4","2021-03-09","2021-03-10","2021-05-27","1335000","","3691","2016"
"72885382","36 Marshall Road 3 3","36 MARSHALL RD 3 3","2021-08-22","2021-09-01","2021-09-26","1329000","","2119","1950"
"72855564","7 Atwood St. 3 3","7 ATWOOD ST 3 3","2021-06-22","2021-08-05","2021-09-02","1329000","","2536","1915"
"72973361","98 Overbrook Drive 4 2","98 OVERBROOK DR 4 2","2022-04-27","2022-05-02","2022-06-14","1328000","","2964","2001"
"72958705","4 Solon St 3 1","4 SOLON ST 3 1","2022-03-28","2022-04-01","2022-05-25","1325000","","1911","1910"
"72996392","16 Bluebird Rd 3 3","16 BLUEBIRD RD 3 3","2022-06-10","2022-07-19","2022-08-25","1319000","","3542","1954"
"72945305","7 Springdale Ave 4 2","7 SPRINGDALE AVE 4 2","2022-02-22","2022-02-24","2022-04-21","1315000","","2159","1938"
"72998101","113 Brook St 4 2","113 BROOK ST 4 2","2022-06-14","2022-06-22","2022-09-11","1300000","","1878","1925"
"72836425","30 Summit Rd 4 1","30 SUMMIT RD 4 1","2021-05-20","2021-05-22","2021-07-27","1300000","","2217","1932"
"72792282","5 Hardy Rd. 3 3","5 HARDY RD 3 3","2021-03-02","2021-03-09","2021-04-20","1300000","","2109","1927"
"72763034","45 Ivy Road 4 2","45 IVY RD 4 2","2020-12-01","2020-12-05","2021-02-11","1300000","","2260","1977"
"72661926","6 Juniper Rd 4 3","6 JUNIPER RD 4 3","2020-05-25","2020-07-02","2020-08-16","1299999","","2719","1983"
"73052474","85 Benvenue Street 4 2","85 BENVENUE ST 4 2","2022-10-26","2022-10-29","2023-01-08","1299000","","2608","1976"
"73035650","11 Evergreen Ave 4 2","11 EVERGREEN AVE 4 2","2022-09-12","2022-09-12","2022-11-01","1299000","","2230","1986"
"73020143","52 Riverdale Rd 4 2","52 RIVERDALE RD 4 2","2022-08-01","2022-08-18","2022-10-11","1299000","","2636","1927"
"73014966","24 Carver Rd 3 2","24 CARVER RD 3 2","2022-07-19","2022-07-20","2022-08-31","1299000","","2222","1948"
"72979346","110 Oak St 4 3","110 OAK ST 4 3","2022-05-10","2022-05-12","2022-07-26","1299000","","1938","1947"
"72894960","17 Putney Rd 3 3","17 PUTNEY RD 3 3","2021-09-14","2021-09-18","2021-12-14","1299000","","2400","1955"
"72851325","30 Leighton Rd 3 1","30 LEIGHTON RD 3 1","2021-06-15","2021-07-02","2021-09-15","1299000","","1496","1926"
"72778044","48 Hundreds Rd 4 2","48 HUNDREDS RD 4 2","2021-01-22","2021-01-24","2021-02-25","1299000","","2480","1927"
"72688307","119 Westgate Road 4 3","119 WESTGATE RD 4 3","2020-07-08","2020-07-14","2020-08-24","1299000","","2754","1965"
"72674244","9 NORTHGATE ROAD 4 2","9 NORTHGATE RD 4 2","2020-06-14","2020-09-17","2020-11-15","1299000","","2836","1952"
"72668734","102 Wellesley Ave 4 2","102 WELLESLEY AVE 4 2","2020-06-04","2020-06-27","2020-08-30","1299000","","2550","1928"
"72666711","18 Benvenue 4 3","18 BENVENUE 4 3","2020-06-02","2020-06-08","2020-08-09","1299000","","2260","1890"
"72659443","9 Granite 3 2","9 GRANITE 3 2","2020-05-19","2020-05-24","2020-07-01","1299000","","2240","1926"
"73017824","149 Great Plain Ave 4 4","149 GREAT PLAIN AVE 4 4","2022-07-26","2022-07-31","2022-08-31","1298000","","2533","1966"
"73044934","29 Martin Road 5 2","29 MARTIN RD 5 2","2022-10-04","2022-10-21","2022-12-14","1295000","","2236","1937"
"73038812","45 Howe Street 3 1","45 HOWE ST 3 1","2022-09-19","2022-09-22","2022-11-15","1295000","","2428","1921"
"73033483","22 Standish Road 3 2","22 STANDISH RD 3 2","2022-09-06","2022-09-20","2022-11-02","1295000","","2020","1939"
"72998642","45 Seaward Rd 4 3","45 SEAWARD RD 4 3","2022-06-14","2022-06-17","2022-09-01","1295000","","2048","1953"
"72979830","22 Boulder Road 4 2","22 BOULDER RD 4 2","2022-05-10","2022-05-15","2022-06-23","1295000","","2526","1923"
"72972423","14 Standish Rd 4 2","14 STANDISH RD 4 2","2022-04-26","2022-04-30","2022-07-31","1295000","","2670","1938"
"72950490","17 Garrison Rd. 3 2","17 GARRISON RD 3 2","2022-03-07","2022-03-11","2022-04-14","1295000","","2066","1940"
"72907950","5 Alhambra Rd 4 3","5 ALHAMBRA RD 4 3","2021-10-12","2021-10-14","2021-12-14","1295000","","2659","1935"
"72865687","20 Wedgwood Rd 4 3","20 WEDGWOOD RD 4 3","2021-07-13","2021-07-21","2021-09-26","1295000","","3335","1961"
"72861348","26 Woodridge Road 4 2","26 WOODRIDGE RD 4 2","2021-07-06","2021-08-01","2021-09-14","1295000","","2597","1940"
"72841574","63 Washburn Avenue 4 2","63 WASHBURN AVE 4 2","2021-06-01","2021-06-10","2021-07-15","1295000","","2394","1950"
"72814847","24 Bradford Road 4 2","24 BRADFORD RD 4 2","2021-04-13","2021-04-19","2021-06-16","1295000","","2532","1940"
"72804545","39 River Glen Rd 4 2","39 RIVER GLEN RD 4 2","2021-03-25","2021-03-28","2021-07-14","1295000","","2646","1954"
"72802635","27 Fells Rd 4 2","27 FELLS RD 4 2","2021-03-22","2021-03-25","2021-05-26","1295000","","2222","1963"
"72734588","9 Dunedin Rd 4 3","9 DUNEDIN RD 4 3","2020-09-29","2020-10-01","2020-11-17","1295000","","2607","1928"
"72725446","33 Ingraham Road 4 2","33 INGRAHAM RD 4 2","2020-09-11","2020-09-13","2020-10-14","1295000","","2198","1925"
"72717431","82 Washington Street 6 3","82 WASHINGTON ST 6 3","2020-08-27","2020-09-18","2020-10-25","1295000","","3900","1861"
"72714002","26 Eisenhower Cir 4 3","26 EISENHOWER CIR 4 3","2020-08-20","2020-11-19","2021-01-10","1295000","","2648","1974"
"72693110","6 Shadow Lane 4 3","6 SHADOW LN 4 3","2020-07-15","2020-07-30","2020-09-16","1295000","","2538","1942"
"72624493","8 Pilgrim Cir 4 2","8 PILGRIM CIR 4 2","2020-02-25","2020-02-29","2020-04-13","1295000","","2318","1953"
"72616145","289 Walnut St 3 3","289 WALNUT ST 3 3","2020-02-04","2020-02-07","2020-04-12","1295000","","2721","1875"
"72843049","7 Heckle St 3 2","7 HECKLE ST 3 2","2021-06-02","2021-06-11","2021-07-26","1289000","","1916","1923"
"72591028","79 Leighton Rd 4 2","79 LEIGHTON RD 4 2","2019-11-10","2019-11-17","2020-01-01","1285000","","2428","1954"
"72822386","11 Saunders Terrace 4 2","11 SAUNDERS TER 4 2","2021-04-27","2021-05-02","2021-07-18","1275000","","2188","1926"
"72789456","19 Fife Rd 4 2","19 FIFE RD 4 2","2021-02-23","2021-02-28","2021-04-29","1275000","","2900","1950"
"72771728","122 Great Plain Ave 4 3","122 GREAT PLAIN AVE 4 3","2021-01-04","2021-01-06","2021-02-11","1275000","","3122","1830"
"72734796","26 Cavanagh Rd 4 2","26 CAVANAGH RD 4 2","2020-09-29","2020-10-05","2020-12-13","1275000","","2532","1930"
"72639569","54 Radcliffe Rd 4 3","54 RADCLIFFE RD 4 3","2020-03-30","2020-04-01","2020-06-09","1275000","","2631","1955"
"72636119","19 Aberdeen Rd 3 2","19 ABERDEEN RD 3 2","2020-03-18","2020-03-21","2020-05-17","1275000","","2598","1935"
"72631753","45 Sheridan Rd 4 3","45 SHERIDAN RD 4 3","2020-03-10","2020-05-02","2020-06-16","1269000","","2522","1941"
"72896342","50 Pine Plain Road 3 2","50 PINE PLAIN RD 3 2","2021-09-15","2021-09-20","2021-11-09","1250000","","1876","1935"
"72883543","22 Fisher Ave 4 2","22 FISHER AVE 4 2","2021-08-17","2021-08-25","2021-10-14","1250000","","2080","1991"
"72865632","100 Wellesley Ave 3 2","100 WELLESLEY AVE 3 2","2021-07-13","2021-08-09","2021-09-23","1250000","","2190","1862"
"72830519","17 Oakland St 3 2","17 OAKLAND ST 3 2","2021-05-11","2021-07-27","2021-09-15","1250000","","1858","1940"
"72688327","9 Franklin Road 3 2","9 FRANKLIN RD 3 2","2020-07-08","2020-07-08","2020-08-20","1250000","","2261","1960"
"72987734","16 Northgate 3 2","16 NORTHGATE 3 2","2022-05-25","2022-05-30","2022-07-13","1249500","","1962","1951"
"72796285","14 Lafayette Cir 3 2","14 LAFAYETTE CIR 3 2","2021-03-09","2021-03-14","2021-04-25","1249000","","2012","1934"
"72779918","19 Oakland Cir 4 2","19 OAKLAND CIR 4 2","2021-01-27","2021-01-31","2021-05-05","1249000","","3252","1890"
"72646770","18 Oxford Rd 3 2","18 OXFORD RD 3 2","2020-04-21","2020-05-29","2020-07-07","1249000","","1923","1952"
"72633307","31 Avon Rd 3 3","31 AVON RD 3 3","2020-03-12","2020-03-13","2020-06-17","1249000","","1836","1939"
"73052932","34 Earle Road 3 2","34 EARLE RD 3 2","2022-10-26","2022-11-18","2022-12-18","1245000","","2174","1941"
"72746348","5 Shelley Rd 3 2","5 SHELLEY RD 3 2","2020-10-20","2020-10-22","2020-11-30","1240000","","2410","1937"
"72878885","2 Oakdale Ave 4 2","2 OAKDALE AVE 4 2","2021-08-09","2021-08-26","2021-10-26","1239000","","2778","1991"
"72963573","2 Shirley Rd 3 2","2 SHIRLEY RD 3 2","2022-04-05","2022-04-08","2022-06-02","1225000","","1985","1940"
"72891849","6 Ivy Circle 3 2","6 IVY CIR 3 2","2021-09-07","2021-09-11","2021-11-02","1225000","","2356","1962"
"72842535","126 Great Plain Ave 4 2","126 GREAT PLAIN AVE 4 2","2021-06-02","2021-09-10","2021-10-31","1225000","","2111","1953"
"72819341","5 Berkeley Rd 4 2","5 BERKELEY RD 4 2","2021-04-21","2021-04-25","2021-06-13","1225000","","2067","1930"
"72624046","7 Madison 4 2","7 MADISON 4 2","2020-02-25","2020-03-01","2020-04-21","1225000","","1959","1941"
"72749488","10 Durant Road 3 3","10 DURANT RD 3 3","2020-10-27","2021-01-17","2021-03-04","1224999","","2592","1940"
"72687201","20 Cliff Road 3 2","20 CLIFF RD 3 2","2020-07-07","2020-07-20","2020-10-19","1220000","","2532","1955"
"72994098","141 Great Plain Ave 3 2","141 GREAT PLAIN AVE 3 2","2022-06-07","2022-06-25","2022-08-07","1215000","","1896","1960"
"72986783","126 Glen Rd 4 2","126 GLEN RD 4 2","2022-05-23","2022-05-30","2022-08-01","1200000","","2058","1950"
"72945987","66 Pilgrim Road 3 2","66 PILGRIM RD 3 2","2022-02-23","2022-02-28","2022-04-28","1200000","","2313","1951"
"72723229","6 Maugus Avenue 5 2","6 MAUGUS AVE 5 2","2020-09-08","2020-09-17","2020-11-15","1200000","","2372","1930"
"72641986","115 Woodside Ave 4 3","115 WOODSIDE AVE 4 3","2020-04-07","2020-04-17","2020-05-27","1199900","","2960","1986"
"72982325","19 Hunting St 3 2","19 HUNTING ST 3 2","2022-05-15","2022-05-16","2022-06-29","1199000","","1945","1950"
"72815144","24 Cedar St 5 3","24 CEDAR ST 5 3","2021-04-14","2021-05-23","2021-07-21","1199000","","3145","1870"
"72801255","5 Great Plain Ave 4 3","5 GREAT PLAIN AVE 4 3","2021-03-18","2021-03-21","2021-05-16","1199000","","2929","1955"
"72780320","112 Wellesley Ave 4 1","112 WELLESLEY AVE 4 1","2021-01-28","2021-02-01","2021-03-31","1199000","","2403","1928"
"73015689","6 Fisher Ave 4 3","6 FISHER AVE 4 3","2022-07-20","2022-08-18","2022-10-05","1195000","","1966","1980"
"73002421","175 Walnut St 3 2","175 WALNUT ST 3 2","2022-06-21","2022-06-24","2022-08-14","1195000","","1841","1926"
"73000865","75 Standish Rd 3 2","75 STANDISH RD 3 2","2022-06-20","2022-06-23","2022-08-31","1195000","","1850","1941"
"72996939","20 Tappan Rd 4 2","20 TAPPAN RD 4 2","2022-06-12","2022-06-17","2022-07-21","1195000","","1965","1928"
"72994659","6 Fuller Brook Rd 4 2","6 FULLER BROOK RD 4 2","2022-06-07","2022-06-13","2022-07-31","1195000","","2170","1946"
"72963887","9 Standish Road 4 2","9 STANDISH RD 4 2","2022-04-06","2022-04-24","2022-05-25","1195000","","1741","1940"
"72943107","30 Standish Rd 3 2","30 STANDISH RD 3 2","2022-02-15","2022-02-18","2022-03-20","1195000","","2525","1945"
"72917481","197 Bristol Rd 4 1","197 BRISTOL RD 4 1","2021-11-07","2021-11-11","2022-01-13","1195000","","1876","1959"
"72910611","21 Stonecleve Road 2 2","21 STONECLEVE RD 2 2","2021-10-19","2021-10-23","2022-02-15","1195000","","1454","1930"
"72855721","15 Squirrel Rd 3 3","15 SQUIRREL RD 3 3","2021-06-23","2021-07-27","2021-09-15","1195000","","1488","1913"
"72851027","6 Francis Road 5 4","6 FRANCIS RD 5 4","2021-06-15","2021-06-20","2021-08-02","1195000","","2946","1921"
"72779949","14 Oakland Street 4 2","14 OAKLAND ST 4 2","2021-01-27","2021-02-01","2021-06-14","1195000","","2452","1914"
"72752108","54 Northgate Rd 4 2","54 NORTHGATE RD 4 2","2020-11-02","2020-11-05","2021-01-12","1195000","","2018","1952"
"72749900","31 Fells Road 5 2","31 FELLS RD 5 2","2020-10-27","2020-11-02","2020-12-16","1195000","","2600","1958"
"72738173","65 Crest Road 3 1","65 CREST RD 3 1","2020-10-05","2020-10-16","2020-11-24","1195000","","1237","1878"
"72662389","50 Avon Road 3 2","50 AVON RD 3 2","2020-05-26","2020-07-09","2020-09-02","1195000","","2400","1941"
"72643321","31 Edmunds Rd 3 2","31 EDMUNDS RD 3 2","2020-04-12","2020-05-19","2020-07-06","1195000","","2265","1928"
"72631970","74 Leighton Road 4 2","74 LEIGHTON RD 4 2","2020-03-10","2020-06-26","2020-08-02","1195000","","2331","1930"
"72599326","4 Framar Rd 4 1","4 FRAMAR RD 4 1","2019-12-08","2020-01-08","2020-02-27","1195000","","2643","1926"
"72984426","395 Weston 3 1","395 WESTON 3 1","2022-05-17","2022-06-05","2022-07-14","1190000","","2125","1924"
"72953629","3 Beverly Road 3 2","3 BEVERLY RD 3 2","2022-03-15","2022-03-19","2022-05-10","1190000","","2174","1935"
"72933431","24 Durant Rd 3 2","24 DURANT RD 3 2","2022-01-11","2022-01-15","2022-02-23","1189000","","1975","1930"
"72589124","45 Avon Rd 3 2","45 AVON RD 3 2","2019-11-05","2019-11-10","2020-01-08","1189000","","2149","1929"
"72810218","8 Bay View Rd 4 2","8 BAY VIEW RD 4 2","2021-04-06","2021-04-11","2021-07-12","1185000","","2152","1941"
"72835760","25 Maurice Rd 3 2","25 MAURICE RD 3 2","2021-05-19","2021-05-24","2021-06-27","1175000","","2119","1956"
"72700562","11 Riverdale Rd 3 1","11 RIVERDALE RD 3 1","2020-07-28","2020-08-01","2020-09-23","1175000","","2137","1915"
"72624464","24 Denton Rd 3 1","24 DENTON RD 3 1","2020-02-25","2020-02-29","2020-04-28","1175000","","2331","1884"
"72736821","7 Lovewell Road 4 2","7 LOVEWELL RD 4 2","2020-10-01","2020-10-04","2020-12-02","1169000","","2231","1930"
"72703418","6 Willow Park 4 4","6 WILLOW PARK 4 4","2020-08-03","2020-08-09","2020-09-22","1169000","","3253","1951"
"72685972","42 Shirley Rd 4 1","42 SHIRLEY RD 4 1","2020-07-06","2020-07-13","2020-08-19","1165000","","1874","1950"
"72663229","17 Hill Top Rd 4 2","17 HILL TOP RD 4 2","2020-05-27","2020-06-14","2020-07-30","1165000","","1994","1926"
"72624644","2 Pilgrim Rd 4 4","2 PILGRIM RD 4 4","2020-02-25","2020-03-01","2020-04-22","1165000","","3128","1976"
"72835674","4 Skyline Dr 5 2","4 SKYLINE DR 5 2","2021-05-19","2021-06-06","2021-08-03","1159000","","2890","1961"
"73033729","21 Pine Ridge Rd 4 2","21 PINE RIDGE RD 4 2","2022-09-06","2022-10-02","2022-11-17","1150000","","1816","1920"
"72895568","77 Kingsbury Street 3 2","77 KINGSBURY ST 3 2","2021-09-14","2021-09-29","2021-10-13","1150000","","2425","1938"
"72826358","130 Great Plain Avenue 3 2","130 GREAT PLAIN AVE 3 2","2021-05-04","2021-05-11","2021-07-29","1150000","","1844","1950"
"72767015","11 Oakencroft Rd 4 3","11 OAKENCROFT RD 4 3","2020-12-13","2021-01-17","2021-02-22","1150000","","2052","1937"
"72761424","56 Seaver Place 3 3","56 SEAVER PL 3 3","2020-11-26","2020-12-25","2021-01-31","1150000","","2194","1968"
"72729397","106 Edgemoor Ave 3 2","106 EDGEMOOR AVE 3 2","2020-09-18","2020-11-26","2020-12-17","1150000","","2936","2016"
"72728639","39 Washburn Ave 3 2","39 WASHBURN AVE 3 2","2020-09-16","2020-10-18","2020-12-14","1150000","","2223","1940"
"72716645","26 Putney Rd 4 2","26 PUTNEY RD 4 2","2020-08-26","2020-09-19","2020-10-29","1150000","","2406","1958"
"72713416","32 Pine Ridge Rd 3 2","32 PINE RIDGE RD 3 2","2020-08-19","2020-08-28","2020-10-19","1150000","","2248","1939"
"72711656","39 Standish Rd 3 2","39 STANDISH RD 3 2","2020-08-17","2020-08-22","2020-10-20","1150000","","2190","1939"
"72680933","23 Glen Road 4 2","23 GLEN RD 4 2","2020-06-24","2020-07-11","2020-08-06","1149000","","2300","1918"
"72628005","26 Roberts Road 3 1","26 ROBERTS RD 3 1","2020-03-03","2020-05-17","2020-06-25","1149000","","2109","1957"
"72615921","10 Kimlo Road 3 2","10 KIMLO RD 3 2","2020-02-04","2020-03-10","2020-06-24","1139000","","2211","1937"
"72971250","73 Prospect St 4 1","73 PROSPECT ST 4 1","2022-04-24","2022-04-29","2022-07-18","1135000","","1920","1901"
"72765790","111 Great Plain Ave 4 3","111 GREAT PLAIN AVE 4 3","2020-12-09","2020-12-12","2021-02-25","1135000","","2172","1960"
"72719657","51 Northgate Rd 4 1","51 NORTHGATE RD 4 1","2020-09-01","2020-09-03","2020-11-15","1130000","","1920","1950"
"73042674","81 Seaver Street 3 2","81 SEAVER ST 3 2","2022-09-28","2022-10-25","2022-12-01","1125000","","2100","1975"
"72982357","74 Curve St 3 1","74 CURVE ST 3 1","2022-05-15","2022-05-17","2022-07-24","1125000","","1440","1960"
"72976770","2 Woodfield Rd 4 2","2 WOODFIELD RD 4 2","2022-05-04","2022-05-08","2022-08-30","1125000","","2001","1952"
"72709460","17 Ledyard Street 3 2","17 LEDYARD ST 3 2","2020-08-12","2020-08-27","2020-09-20","1125000","","1927","1928"
"72610858","24 Northgate Rd 3 2","24 NORTHGATE RD 3 2","2020-01-21","2020-01-25","2020-03-29","1125000","","1650","1951"
"72607248","19 Kirkland Cir 2 3","19 KIRKLAND CIR 2 3","2020-01-12","2020-01-16","2020-04-14","1125000","","2235","1940"
"73028586","164 Walnut Street 3 2","164 WALNUT ST 3 2","2022-08-23","2022-08-28","2022-10-06","1100000","","1876","1920"
"72915872","48 Fuller Brook Rd 2 1","48 FULLER BROOK RD 2 1","2021-11-02","2021-11-04","2021-12-08","1100000","","1492","1941"
"72838585","1 Vista Road 4 2","1 VISTA RD 4 2","2021-05-26","2021-11-15","2021-12-22","1100000","","1152","1957"
"72836590","16 Summit Rd 3 2","16 SUMMIT RD 3 2","2021-05-25","2021-05-29","2021-08-02","1100000","","1700","1933"
"72814691","16 Granite St 4 1","16 GRANITE ST 4 1","2021-04-13","2021-04-15","2021-05-09","1100000","","1701","1937"
"72804602","49 Leighton Rd 3 2","49 LEIGHTON RD 3 2","2021-03-25","2021-03-27","2021-05-02","1100000","","1701","1910"
"72738800","20 Chesterton Rd 3 1","20 CHESTERTON RD 3 1","2020-10-06","2020-10-06","2020-11-15","1100000","","1440","1951"
"72717251","17 Paine 3 2","17 PAINE 3 2","2020-08-27","2020-09-03","2020-10-05","1100000","","1716","1915"
"73023954","15 Lexington Rd 3 2","15 LEXINGTON RD 3 2","2022-08-09","2022-09-20","2022-11-01","1099000","","1717","1953"
"72740295","10 Oakland Cir 3 2","10 OAKLAND CIR 3 2","2020-10-07","2020-12-02","2021-01-18","1099000","","1880","1890"
"72625431","93 Brook St 4 2","93 BROOK ST 4 2","2020-02-27","2020-03-01","2020-03-12","1099000","","1844","1880"
"73041888","68 Standish Rd 2 2","68 STANDISH RD 2 2","2022-09-27","2022-10-01","2022-10-27","1095000","","1574","1949"
"72975540","8 Hampden St 4 2","8 HAMPDEN ST 4 2","2022-05-02","2022-05-08","2022-06-15","1095000","","2260","1924"
"72946849","41 Brook St 3 1","41 BROOK ST 3 1","2022-02-27","2022-03-03","2022-03-28","1095000","","1687","1935"
