permit_record_id,permit_address,permit_date,permit_est_cost,mls_list_no,mls_address,mls_list_date,mls_settled_date,mls_sale_price,match_type,match_score,time_to_list_days,time_to_sale_days,sale_to_cost_ratio
"","23 Howe St 5 3","","","73345524","23 Howe St 5 3","2025-03-13","2025-06-11","","exact","1","","",""
"","10 Dudley Rd 5 4","","","72950942","10 Dudley Rd 5 4","2022-03-08","2022-05-31","","exact","1","","",""
"","11 Hillside Rd 4 2","","","72899723","11 Hillside Rd 4 2","2021-09-22","2021-11-16","","exact","1","","",""
"","22 Stanford Rd 5 2","","","72795110","22 Stanford Rd 5 2","2021-03-08","2021-07-14","","exact","1","","",""
"","26 Hunnewell Street 4 4","","","72694779","26 Hunnewell Street 4 4","2020-07-19","2020-10-20","","exact","1","","",""
"","3 Benton Street 5 3","","","72685145","3 Benton Street 5 3","2020-07-04","2020-08-20","","exact","1","","",""
"","1 Burnett Lane 5 3","","","72676394","1 Burnett Lane 5 3","2020-06-17","2020-08-03","","exact","1","","",""
"","215 Cedar St 5 3","","","72631528","215 Cedar St 5 3","2020-03-10","2020-08-26","","exact","1","","",""
"","7 Crescent St 4 2","","","73431936","7 Crescent Street 4 2","2025-09-16","2025-12-09","","exact","1","","",""
"","28 Sunset Rd 4 2","","","73036671","28 Sunset Rd 4 2","2022-09-13","2023-01-12","","exact","1","","",""
"","3 Fuller Brook Rd 4 2","","","73000729","3 Fuller Brook Rd 4 2","2022-06-19","2022-09-08","","exact","1","","",""
"","31 Alba 5 3","","","72990604","31 Alba 5 3","2022-05-31","2022-09-07","","exact","1","","",""
"","71 Fuller Brook Rd 4 3","","","72951132","71 Fuller Brook Rd 4 3","2022-03-08","2022-06-01","","exact","1","","",""
"","17 Belair Rd 4 3","","","72946845","17 Belair Rd 4 3","2022-02-27","2022-04-14","","exact","1","","",""
"","33 Upson Rd 5 3","","","72945529","33 Upson Rd 5 3","2022-02-22","2022-04-28","","exact","1","","",""
"","14 Saunders Ter 4 2","","","72944809","14 Saunders Ter 4 2","2022-02-20","2022-05-30","","exact","1","","",""
"","17 Shirley Rd 4 2","","","72854941","17 Shirley Rd 4 2","2021-06-22","2021-08-16","","exact","1","","",""
"","29 Benvenue St 4 3","","","72830791","29 Benvenue St 4 3","2021-05-12","2021-06-23","","exact","1","","",""
"","131 Grove St 4 3","","","72798488","131 Grove St 4 3","2021-03-14","2021-07-01","","exact","1","","",""
"","55 Arnold Rd 3 2","","","73243924","55 Arnold Rd 3 2","2024-05-28","2024-06-19","","exact","1","","",""
"","61 Whittier Rd 5 3","","","72723541","61 Whittier Rd 5 3","2020-09-08","2020-11-17","","exact","1","","",""
"","19 Shelley Road 5 4","","","72716719","19 Shelley Road 5 4","2020-08-26","2020-10-22","","exact","1","","",""
"","28 Hillside Rd 4 3","","","72709112","28 Hillside Rd 4 3","2020-08-12","2021-01-20","","exact","1","","",""
"","55 Cottage St 5 4","","","72627531","55 Cottage St 5 4","2020-03-03","2020-08-02","","exact","1","","",""
"","80 Audubon Road 4 3","","","72620225","80 Audubon Road 4 3","2020-02-16","2020-06-23","","exact","1","","",""
"","19 Woodridge Rd 4 2","","","72600000","19 Woodridge Rd 4 2","2019-12-10","2020-01-29","","exact","1","","",""
"","15 Pleasant St. 4 3","","","72904867","15 Pleasant St. 4 3","2021-10-05","2022-01-10","","exact","1","","",""
"","196 Cedar Street 6 5","","","72777468","196 Cedar Street 6 5","2021-01-20","2021-03-22","","exact","1","","",""
"","21 Appleby Road 4 3","","","72983256","21 Appleby Road 4 3","2022-05-17","2022-06-26","","exact","1","","",""
"","38 Dover Rd 4 3","","","72918596","38 Dover Rd 4 3","2021-11-09","2022-01-13","","exact","1","","",""
"","3 Strathmore Rd 3 2","","","73339377","3 Strathmore Road 3 2","2025-02-26","2025-07-20","","exact","1","","",""
"","3 Garrison Rd 4 3","","","73171298","3 Garrison Rd 4 3","2023-10-16","2023-12-12","","exact","1","","",""
"","7 Hodges Avenue 4 2","","","72835805","7 Hodges Avenue 4 2","2021-05-19","2021-07-22","","exact","1","","",""
"","8 Solon St 5 3","","","72731740","8 Solon St 5 3","2020-09-23","2020-11-16","","exact","1","","",""
"","17 Westwood Rd 5 3","","","72626988","17 Westwood Rd 5 3","2020-03-02","2020-06-14","","exact","1","","",""
"","49 Longfellow Rd 4 3","","","73372482","49 Longfellow Road 4 3","2025-05-08","2025-06-30","","exact","1","","",""
"","9 Marvin Rd 4 2","","","72945452","9 Marvin Rd 4 2","2022-02-22","2022-04-14","","exact","1","","",""
"","20 Oakland St lot 1 6 3","","","72829181","20 Oakland St lot 1 6 3","2021-05-10","2021-08-16","","exact","1","","",""
"","18 Tennyson Road 5 3","","","72814885","18 Tennyson Road 5 3","2021-04-14","2021-06-27","","exact","1","","",""
"","43 Amherst Road 4 2","","","72746443","43 Amherst Road 4 2","2020-10-20","2020-12-09","","exact","1","","",""
"","22 Cavanaugh Rd 4 3","","","73042025","22 Cavanaugh Rd 4 3","2022-09-27","2022-12-15","","exact","1","","",""
"","117 Albion Road 5 3","","","72736502","117 Albion Road 5 3","2020-10-01","2020-12-02","","exact","1","","",""
"","26 Redwing Road 4 4","","","72694142","26 Redwing Road 4 4","2020-07-17","2020-10-18","","exact","1","","",""
"","78 Westgate Rd 6 4","","","72613251","78 Westgate Rd 6 4","2020-01-28","2020-03-15","","exact","1","","",""
"","10 Seaver St 5 2","","","72778766","10 Seaver St 5 2","2021-01-25","2021-03-17","","exact","1","","",""
"","102 Great Plain Ave 6 4","","","72668571","102 Great Plain Ave 6 4","2020-06-04","2020-08-27","","exact","1","","",""
"","8 Fiske Rd 4 3","","","72624468","8 Fiske Rd 4 3","2020-02-25","2020-07-14","","exact","1","","",""
"","70 High Ledge Ave 5 3","","","72792057","70 High Ledge Ave 5 3","2021-03-01","2021-04-07","","exact","1","","",""
"","35 Haven Road 4 2","","","72862853","35 Haven Road 4 2","2021-07-07","2021-10-07","","exact","1","","",""
"","90 Overbrook Dr 5 4","","","72655427","90 Overbrook Dr 5 4","2020-05-12","2020-09-21","","exact","1","","",""
"","58 Washburn Ave 4 3","","","72696728","58 Washburn Ave 4 3","2020-07-22","2020-09-08","","exact","1","","",""
"","11 Shelley Road 3 2","","","72759185","11 Shelley Road 3 2","2020-11-18","2021-01-14","","exact","1","","",""
"","50 Madison Rd 4 3","","","72742907","50 Madison Rd 4 3","2020-10-13","2020-11-30","","exact","1","","",""
"","40 Pleasant St 4 4","","","72722941","40 Pleasant St 4 4","2020-09-08","2020-10-07","","exact","1","","",""
"","59 Fairbanks Ave 4 3","","","72990061","59 Fairbanks Ave 4 3","2022-05-31","2022-07-20","","exact","1","","",""
"","189 Bristol Rd 4 2","","","72980724","189 Bristol Rd 4 2","2022-05-11","2022-07-14","","exact","1","","",""
"","3 MAPLE RD 4 4","","","72928796","3 MAPLE RD 4 4","2021-12-17","2022-03-27","","exact","1","","",""
"","30 Paine St 4 2","","","72819229","30 Paine St 4 2","2021-04-21","2021-06-30","","exact","1","","",""
"","15 Tanglewood Rd 5 3","","","72500923","15 Tanglewood Rd 5 3","2019-05-14","2020-01-09","","exact","1","","",""
"","4 Arnold Rd 4 3","","","73018081","4 Arnold Rd 4 3","2022-07-26","2022-09-19","","exact","1","","",""
"","48 Shirley Rd 4 2","","","72857750","48 Shirley Rd 4 2","2021-06-27","2021-09-06","","exact","1","","",""
"","17 Berkeley Rd 4 2","","","72830638","17 Berkeley Rd 4 2","2021-05-11","2021-08-11","","exact","1","","",""
"","27 Brookfield Rd 4 2","","","72811776","27 Brookfield Rd 4 2","2021-04-07","2021-06-21","","exact","1","","",""
"","62 Leighton Rd 3 2","","","72732333","62 Leighton Rd 3 2","2020-09-23","2021-01-21","","exact","1","","",""
"","22 Cushing Rd 5 3","","","72728560","22 Cushing Rd 5 3","2020-09-22","2020-10-29","","exact","1","","",""
"","22 Wilde Rd 5 3","","","72664914","22 Wilde Rd 5 3","2020-05-31","2020-08-30","","exact","1","","",""
"","71 Suffolk Rd 4 3","","","72660383","71 Suffolk Rd 4 3","2020-05-21","2020-08-17","","exact","1","","",""
"","64 Oak Street 4 3","","","72637832","64 Oak Street 4 3","2020-03-25","2020-05-28","","exact","1","","",""
"","64 Fuller Brook Rd 4 3","","","72563468","64 Fuller Brook Rd 4 3","2019-09-10","2020-04-29","","exact","1","","",""
"","110 Suffolk Road 5 2","","","73024012","110 Suffolk Rd 5 2","2022-08-09","2022-09-11","","exact","1","","",""
"","81 Bristol Rd 4 2","","","72803287","81 Bristol Rd 4 2","2021-03-23","2021-05-11","","exact","1","","",""
"","71 Westgate Rd 4 2","","","72789794","71 Westgate Rd 4 2","2021-02-24","2021-04-14","","exact","1","","",""
"","6 Boulder Brook Rd 4 3","","","72959620","6 Boulder Brook Rd 4 3","2022-03-29","2022-07-28","","exact","1","","",""
"","36 Skyline Drive 4 2","","","72753917","36 Skyline Drive 4 2","2020-11-05","2020-12-14","","exact","1","","",""
"","39 Fairbanks Ave 3 2","","","73003392","39 Fairbanks Ave 3 2","2022-06-22","2022-08-09","","exact","1","","",""
"","20 Riverdale Rd 3 2","","","72959936","20 Riverdale Rd 3 2","2022-03-29","2022-05-31","","exact","1","","",""
"","20 Durant Road 4 2","","","72941398","20 Durant Road 4 2","2022-02-08","2022-03-24","","exact","1","","",""
"","61 Chesterton Road 4 2","","","72934995","61 Chesterton Road 4 2","2022-01-16","2022-03-03","","exact","1","","",""
